title,href,body
Neue Flächen für DHL Supply Chain,https://logistik-heute.de/fachmagazin/fachartikel/projekte-news-dienstleistung-neue-flaechen-fuer-dhl-supply-chain-259641.html,"April 17, 2026 - Hier finden Sie die aktuellen Ausgaben, die Charakteristik, Redaktion und weitere Informationen zum Fachmagazin"
Logistik,https://www.dhl.de/de/geschaeftskunden/logistik.html,"Transport, Lagerhaltung und Distribution, Supply-Chain-Lösungen - wir bieten alles. Deshalb sind wir der weltgrößte Logistikspezialist."
XING - Dein berufliches Netzwerk,https://www.xing.com/jobs/t-dhl-supply-chain,100 Dhl Supply Chain jobs on the XING jobs network. Find just the right job for you.
,"/clev?event=StartpageResultClick&sc=1tzfoDyGcGZzbMZ2kkMmddGm78slEbFv0B2oCDZMTYS1uwJ1atwvKOjSM2z2l3AYOtc0lSesAd7fAxbv&payload={""bdsSessionId"":""c4e23a961771484aadd24e2d6b581587"",""cheqId"":"""",""countryCode"":""DE"",""deviceType"":""mobile"",""endpoint"":""search.serp"",""hasGoogleAds"":false,""page_id"":""18gD5L77zGLHjhixy"",""queryCategory"":""web"",""segment"":""startpage.udog"",""session_id"":""58mj2gyumcp1h2JI"",""surface"":""serp-web"",""transport"":""href-request""}",
Logistics Automation Using Robotics - Delivered - Global - DHL,https://www.dhl.com/global-en/delivered/innovation/logistics-automation.html,"DHL Global Forwarding, Freight has integrated robotic process automation to automate (and even eliminate) time-consuming tasks and free up people for more value-adding tasks and improved customer service."
Meet the robots that keep DHL running - Automated Warehouse,https://www.automatedwarehouseonline.com/meet-robots-that-keep-dhl-running/,"Generally, DHL prefers robotic systems that can work in many facilities on many different tasks. The first thing the company looks for when evaluating a new automation system is whether it can fit into multiple facilities, according to Sally Miller, DHL Supply Chain’s chief information officer for North America."
Warehouse Robotics and Automation - Delivered - Global,https://www.dhl.com/global-en/delivered/innovation/warehouse-robotics-and-automation.html,"December 13, 2022 - The distribution centers of the future will be made up of an effective internet of things (IoT) network that includes both mobile and stationary robots – automated warehouses operated by intelligent robots, driven by meaningful data, and powered by big data analytics. With a near-zero error rate and per-package sorting speed of 3.6 seconds, the robotic arm has boosted speed and efficiency while streamlining our processes. Scott Ashbaugh, VP of Operations, DHL eCommerce Solutions, Americas"
DHL & AutoStore™ Expand Global Warehouse Automation,https://www.autostoresystem.com/news/dhl-supply-chain-and-autostore-announce-partnership-expansion-to-further-automate-global-warehousing,"Apr 29, 2026 · DHL Supply Chain and AutoStore are enhancing global warehouse automation with over 1,000 robots. Learn more about their partnership expansion. DHL Supply Chain is currently involved in nine AutoStore projects across Singapore, the US and Germany, with four more in planning."
DHL’s AI Robotics Transformation in Warehousing 2025,https://www.linkedin.com/pulse/case-study-dhl-supply-chains-ai-robotics-redefining-odz9f,"Oct 8, 2025 · Facing increasing customer demands for speed, accuracy, and sustainability, DHL sought to modernize its warehouse ecosystem by integrating AI-powered robotics, real-time orchestration systems,..."
"How 8,000 robots are changing work inside logistics giant DHL ... - Fortune",https://fortune.com/2026/05/20/dhl-supply-chainrobotics-workers-cio/,"Sally Miller, the global chief information officer at DHL Supply Chain, has deployed more than 8,000 robotics systems across the logistics provider’s global sites, an investment in automation ..."
DHL integrates HappyRobot AI agents to streamline logistics ...,https://roboticsandautomationnews.com/2025/11/25/dhl-boosts-operational-efficiency-and-customer-communications-with-happyrobots-ai-agents/96928/,"DHL Supply Chain is partnering with HappyRobot to roll out autonomous AI agents that handle high-volume communication, streamline scheduling, improve warehouse coordination, and enhance customer service. The initiative is part of DHL’s broader AI strategy to boost efficiency and employee experience across global logistics operations."
How DHL's Warehouse Robotics Transformed Its Warehousing and Fulfilment -,https://supplychainnuggets.com/how-dhls-warehouse-robotics-transformed-its-warehousing-and-fulfilment/,"DHL utilized a Robotics-as-a-Service (RaaS) model, enabling it to scale quickly without incurring massive upfront costs. Lessons include targeting the right warehouse functions, designing robots to support people, and preparing for scalable automation."
DHL Supply Chain Accelerates Automation Deployments With SVT Robotics Softbot® Platform - DHL - United States of America,https://www.dhl.com/us-en/home/press/press-archive/2026/dhl-supply-chain-accelerates-automation-deployments-with-svt-robotics-softbot-platform.html,"March 16, 2026 - Tech-agnostic platform future-proofs automation deployments with pre-built connectors for new robotics technologies, accelerating automation at scale across its global network · DHL Supply Chain, one of the world’s leading contract logistics providers, announced the deployment of SVT Robotics’ SOFTBOT® platform across its global warehouse network."
DHL integrations | Workflow automation with n8n,https://n8n.io/integrations/dhl/,"Common use cases for DHL automation include automating shipment tracking updates, generating shipping labels directly from your workflows, and managing order fulfillment processes."
"Mar 17, 2026: DHL Supply Chain accelerates automation deployments with SVT Robotics SOFTBOT® platform - DHL Group",https://group.dhl.com/en/media-relations/press-releases/2026/dhl-supply-chain-accelerates-automation-deployments-with-stv-robotics-softbot-platform.html,"March 17, 2026 - Prior to implementing the technology-neutral software, automation projects required separate custom coding for every new technology, taking up to six to eight weeks to initiate new solutions. This made enterprise-wide rollouts and upgrades slow and costly. Supported by the platform's prebuilt SOFTBOT connectors, DHL is redoubling its move away from monolithic, all-in-one systems to modular warehouse setups that accommodate multiple automated solutions and can be reconfigured as technology and customer needs evolve."
"May 13, 2025: DHL Group signs MOU with Boston Dynamics for additional 1,000-robot deployment and accelerates cross-business automation strategy - DHL Group",https://group.dhl.com/en/media-relations/press-releases/2025/dhl-group-signs-mou-with-boston-dynamics-and-accelerates-cross-business-automation-strategy.html,"Looking ahead, DHL plans to expand the range of applications for the robots, including additional use cases such as case picking. ... This agreement marks a significant milestone in an already successful collaboration, which began in 2018 and has since delivered tangible improvements in logistics automation. Published May 9, 2025"
DHL's $737M Robot Army: How AI Transforms Warehouse Labor Economics,https://www.traxtech.com/ai-in-supply-chain/dhls-737m-robot-army-how-ai-transforms-warehouse-labor-economics,"August 18, 2025 - The deployment of 1,000 additional AI-powered robots across DHL's contract logistics operations demonstrates how leading companies are using automation to enhance human capabilities rather than simply replacing workers."
"DHL Global Forwarding, Freight - RPA Success Story - Logistics | UiPath",https://www.uipath.com/resources/automation-case-studies/dhl-global-forwarding-freight,"DHL Global Forwarding, Freight (DGFF) needs to improve its finance and logistics processes across its five Global Service Centers (GSC). Its goal is to create a global process automation hub to remove internal process bottlenecks and position the entire organization to continue to provide top-notch service.Its solution is a classical Human Delivery Center structure complemented by a Virtual Delivery Center enabled by the UiPath Enterprise RPA Platform."
"Nov 11, 2025: DHL boosts operational efficiency and customer communications with HappyRobot’s AI Agents - DHL Group",https://group.dhl.com/en/media-relations/press-releases/2025/dhl-boosts-operational-efficiency-and-customer-communications-with-happyrobots-ai-agents.html,"November 11, 2025 - ""As part of our structured and strategic approach to AI, DHL Supply Chain has been systematically identifying and validating operational use cases for generative and agentic AI technologies for over 18 months. Building on our extensive operational experience with data analytics, robotic process automation, and self-learning software tools, we are now integrating AI agents to drive greater process efficiency for customers while making operational roles more engaging and rewarding for employees by automating repetitive and time-consuming tasks such as manual data entry, routine scheduling, and standardized communications"", Sally Miller, CIO DHL Supply Chain, explained."
DHL Accelerates Automation Deployment with SOFTBOT Platform,https://www.supplychaininforms.com/news/dhl-accelerates-automation-deployment-with-softbot-platform/,"March 18, 2026 - DHL Supply Chain has initiated a major automation deployment across its global warehouse network with the rollout of SVT Robotics’ SOFTBOT® platform. The move builds on an already extensive robotics footprint, with more than 8,000 collaborative robots currently in operation worldwide."
"Jul 09, 2025: DHL to deploy 1,000+ additional robots across UK Operations to support business growth in e-commerce and life sciences health care sector - DHL Group",https://group.dhl.com/en/media-relations/press-releases/2025/dhl-to-deploy-1000-additional-robots-across-uk-operations.html,"Milton Keynes - DHL Supply Chain today announces the investment of £550m (€637m) to expand its infrastructure and accelerate the rollout of automation across its customer operations in UK and Ireland, to support growing demand in the e-commerce and life sciences health care sectors."
DHL Scales Global Operations with Warehouse Automation,https://www.autostoresystem.com/cases/dhl-scales-global-operations-with-autostore,"April 7, 2025 - For more than a decade, DHL Supply Chain has been modernizing their warehouse operations with AutoStore systems, seeking to enable swift scalability and standardized automation across their global markets. Working with AutoStore, the world's leading logistics supplier has grown its automated footprint to 12 operational facilities across 5 countries, with 4 more sites already in development."
DHL supply chain accelerates automation with SOFTBOT platform,https://kloepfel-consulting.com/en/2026/03/26/dhl-supply-chain-automation-softbot/,"March 26, 2026 - According to the press release, DHL Supply Chain is now relying on the SOFTBOT platform from SVT Robotics to accelerate automation projects worldwide. More than 8,000 collaborative robots are already in use at various company locations."
DHL Supply Chain accelerates automation deployments with SVT Robotics SOFTBOT® platform | AJOT.COM,https://www.ajot.com/news/dhl-supply-chain-accelerates-automation-deployments-with-svt-robotics-softbot-platform,"March 17, 2026 - Prior to implementing the technology-neutral software, automation projects required separate custom coding for every new technology, taking up to six to eight weeks to initiate new solutions. This made enterprise-wide rollouts and upgrades slow and costly. Supported by the platform’s prebuilt SOFTBOT connectors, DHL is redoubling its move away from monolithic, all-in-one systems to modular warehouse setups that accommodate multiple automated solutions and can be reconfigured as technology and customer needs evolve."
"DHL Automation at Scale: Partners, Deployments, and Real Numbers",https://www.linkedin.com/pulse/dhl-automation-scale-partners-deployments-real-numbers-stefan-boehmer-hc5nc,"If you automate chaos, you scale chaos—DHL avoids this. Final Thought. Automation at DHL is no longer about pilots—it’s about repeatable execution at global scale."
"Ship with DHL, automate with ShippyPro",https://www.shippypro.com/en/carriers/dhl,"Ship with DHL, automated by ShippyPro. Connect your account and automate label creation, tracking, and returns — all from one dashboard."
Stretch at DHL | Automated Trailer Unloading - YouTube,https://www.youtube.com/watch?v=qgGH6Vk8nY8,DHL Supply Chain is deploying Stretch to automate trailer unloading and support warehouse associates.
DHL Integration | Workflow Automation | Make,https://www.make.com/en/integrations/dhl,"Connect DHL to sync data between apps and create powerful automated workflows. Integrate over 3,000 apps on Make."
DHL Case Study | Automating the full P2P process globally,https://www.basware.com/en/why-basware/customers/dhl/,"DHL Express, a division of DHL, believes that automation and standardisation can improve efficiency.For DHL, the biggest benefit of Basware is automation."
DHL's AI Agent Bet: What Logistics Ops Leaders Should... | Debales AI,https://debales.ai/blog/dhl-ai-agents-logistics-communication-automation,"Ready to see how AI agents handle your appointment scheduling, check calls, and email automation the way DHL does — without the 18-month build timeline?"
DHL Shipping Integration From Shiptheory | Smarter... - Shiptheory,https://shiptheory.com/dhl/,"With shipping label integration and shipping automation at the core of the Shiptheory platform, manual data entry becomes obsolete. Utilise Shiptheory to automatically generate your DHL..."
DHL and HPE: automating administrative and shipping processes |,https://supplychaindigital.com/logistics/dhl-and-hpe-automating-administrative-and-shipping-processes,"Leading logistics company, DHL is no stranger to digital transformation, as it begins its investment into the automation of admin and shipping ..."
DHL Opens Fully-Automated Robotic Fulfillment Center –,https://mailomg.com/2023/01/25/dhl-opens-fully-automated-robotic-fulfillment-center/,"BONN, GERMANY — DHL Supply Chain, the contract logistics specialist of Deutsche Post DHL Group, is now operating a fully-automated robot ..."
DHL automates warehouse operations,https://www.edgesignal.ai/case-studies/dhl-automates-warehouse-operations,"... the power of real-time data processing and analytics for efficient inventory management, predictive maintenance, and more, DHL is able to automate ..."
DHL leans into automation in new Chicago e-commerce facility |,https://www.supplychaindive.com/news/dhl-opens-e-commerce-facility-in-chicago-with-Honeywell-loop-sorter/690834/,"Automation was a key investment area in DHL ... DHL invests $300M to expand, automate US e-commerce network By Max Garland • Sept."
"DHL’s Automation, Robotics, AI Initiatives | Mike Kalil",https://mikekalil.com/tag/dhl/,"DHL Group, the world ’ s largest logistics company, plans to deploy more than 1,000 additional Stretch robots from Boston Dynamics to automate ..."
"DHL Supply Chain facility is showcasing how automation, humans",https://www.scmr.com/article/dhl_supply_chain_facility_is_showcasing_how_automation_humans_can_coexist,"Markus Voss , CIO, said DHL is adopting a philosophy of collaboration between automation and humans as it offers more flexibility and the ability to ..."
DHL and HPE: automating administrative and shipping processes |,https://usscmc.com/dhl-and-hpe-automating-administrative-and-shipping-processes-logistics/,"Leading logistics company, DHL is no stranger to digital transformation, as it begins its investment into the automation of admin and shipping ..."
"Case Study: AWL, Vanderlande and Fizyr Partner to Automate DHL",https://fizyr.com/blog/parcel-induction-automation/,"Case Study: AWL, Vanderlande and Fizyr Partner to Automate DHL Madrid Parcel Induction ... Custom built for DHL Parcel Madrid, this automation ..."
"Case Study: AWL, Vanderlande and Fizyr Partner to Automate DHL",https://www.rockingrobots.com/case-study-awl-vanderlande-and-fizyr-partner-to-automate-dhl-madrid-parcel-induction/,"As labor shortages and increasing parcel volumes challenge logistics operations worldwide, DHL sought to automate a key bottleneck in its sorting ..."
DHL Trade Automation System (TAS),https://www.dhl.de/de/geschaeftskunden/express/infos-knowhow/hilfe-zollabwicklung/dhl-trade-automation-system.html,"KI-gesteuert und gebündelt an einem Ort haben Sie mit MyGTS alle HS-Codes, Gebühren & Steuern, relevante Anforderungen im Zielland und vieles mehr auf einen Blick."
Stationary Robotics - DHL - Germany,https://www.dhl.com/de-en/home/innovation-in-logistics/logistics-trend-radar/robotics-and-automation-logistics.html,The trend of Stationary Robotics encompasses all robots that perform value-adding tasks from a fixed location.
UNCLASSIFIED (PUBLIC) ROBOTICS & AUTOMATION CASE STUDIES,https://www.dhl.com/content/dam/dhl/global/csi/documents/pdf/glo-csi-supply-chain-accelerated-digitalization-case-studies.pdf,Custom built Automated · Guided Vehicles (AGVs) with laser navigation for · accuracy. • · Inbound and outbound · pallet moves between dock · doors and automated · warehouse conveyors. • · Multiple safety systems for · collaborative working with ·
DHL Accelerates Automation Drive with New Robotics Integration Platform,https://www.ad-hoc-news.de/boerse/news/ueberblick/dhl-accelerates-automation-drive-with-new-robotics-integration-platform/68772353,"March 18, 2026 - In a significant push to enhance ... strategy. The company is deploying a new software platform globally, moving beyond the traditionally slow and complex integration of robotics systems...."
"How package, logistics companies are bringing robots into ...",https://www.cnbc.com/2026/02/13/shipping-auotmation-logistics-labor.html,"Feb 13, 2026 · DHL is one of multiple fulfillment companies moving toward automation and leveraging artificial intelligence as the industry works toward greater efficiency."
Robot Integration Platform: One Layer for Many Robots - Delivered - Global,https://www.dhl.com/global-en/delivered/innovation/so-many-robots-one-simple-integration-layer.html,"April 23, 2026 - Today, our warehouse automation has grown well beyond pilot projects. Across the DHL global network, we now operate thousands of robots from multiple vendors – each with unique software and integration requirements."
Geschäftskundenportal,https://geschaeftskunden.dhl.de/,DHL Geschäftskundenportal invoice automation integration.
,"/clev?event=StartpageResultClick&sc=maXqNizpquQIRacfdmPPovl29IyMvVNRJRpdFZvkZmIBOkiaXzabQ1Du5JYBc4acbloQiTOVIZ7wYt&payload={""bdsSessionId"":""f775e0ab433241efa888045a3a50d168"",""cheqId"":"""",""countryCode"":""DE"",""deviceType"":""mobile"",""endpoint"":""search.serp"",""hasGoogleAds"":false,""page_id"":""1vzeYgzUHgD9QCgra"",""queryCategory"":""web"",""segment"":""startpage.udog"",""session_id"":""ATiVDuxsEWWrn4n3"",""surface"":""serp-web"",""transport"":""href-request""}",
Sustainability - DHL Group,https://group.dhl.com/en/sustainability.html,"Everything we do at DHL Group serves one purpose: Connecting People and Improving Lives. This commitment guides our efforts and sense of responsibility, underscores our values, focuses our mission, and creates long-term value. Fulfilling our purpose requires us to make every dimension of our business sustainable. With our new Sustainability Roadmap, we build on our past achievements and plot a ..."
Sustainability Reporting - DHL Group,https://group.dhl.com/en/sustainability/sustainability-approach/sustainability-reports.html,"In the Sustainability Presentation, we bundle all relevant ESG information and present the programs with the progress made. The Sustainability Statbook includes all published ESG data from 2016 onwards including ESG Disclosure Standards Indexes (GRI, SASB, TCFD and WEF)."
Deutsche Post DHL Group - Sustainability roadmap - Facts ...,https://inmotion.dhl/doc/Coldplay/dpdhl-sustainability-roadmap-facts-figures.pdf,"As a longstanding partner to the United Nations, DPDHL Group supports the UN Sustainable Development Goals (SDGs), focusing on 6 in particular. From programs and philantrophy over responsible business practices to sustainability in Strategy 2025."
"Sustainability at DHL: SAF, EVs & Sustainable Supply Chains",https://sustainabilitymag.com/news/sustainability-at-dhl-saf-evs-sustainable-supply-chains,"Mar 11, 2026 · Working in more than 220 countries can create logistics issues, carbon emissions and environmental influence. To avoid this, DHL Group is reinforcing its commitment to sustainable growth through its Strategy 2030 and 2025 Annual Report: The Next Step."
Milestones from the Green Technology Roadmap | DHL Freight,https://dhl-freight-connections.com/en/business/green-milestones/,"Jul 2, 2025 · In 2017, motivated by its prior achievements, DHL established an ambitious sustainability goal. The company is committed to reducing all logistics-related emissions to net zero by 2050 – a landmark initiative in the logistics industry."
The DHL sustainability overview for customers,https://www.dhl.de/en/privatkunden/information/dhl-nachhaltigkeitsuebersicht.html,What the DHL sustainability overview offers Transparency about the number of your sustainable shipments received with GoGreen or GoGreen Plus that can be assigned to your customer account. Information about the greenhouse gas emission savings through sustainable services from DHL Paket.
SUSTAINABLY BETTER | Deutsche Post DHL,https://www.deutschepost.de/en/n/nachhaltigkeit.html,DHL Group has company-wide environmental protection programs and ambitious goals for emission reduction. The best thing for our climate is to generate as few shipping emissions as possible. That’s why we are investing internally in structural changes to reduce emissions.
Sustainable parcel shipping - joining forces for the good of the ... - DHL,https://www.dhl.de/en/geschaeftskunden/paket/rund-um-den-versand/dhl-nachhaltigkeit-gk.html,"Sustainable shipping with DHL With the new CO 2 e-Sustainability Report, we provide transparency concerning the carbon emissions generated in your domestic shipments of goods with Deutsche Post and DHL. This enables you to ascertain your company's carbon footprint and produce a company carbon report. 1"
How DHL Freight is Positioned for ISO 14001:2026,https://dhl-freight-connections.com/en/business/iso-14001-2026/,"For customers, transparent CO₂ reporting, clear sustainability targets, and compliant transport solutions are becoming baseline expectations. From your perspective, how well positioned is DHL Freight to meet the requirements of ISO 14001:2026, compared to the broader road freight market? DHL Freight is well positioned."
Sustainability - DHL - United Kingdom,https://www.dhl.com/gb-en/home/sustainability.html,"Discover how our customers are reducing their carbon footprint with DHL logistics. ... As one of the world’s leading logistics companies, we have worked hard to set an example for sustainable businesses – from introducing the industry’s first low GHG emission product to being the first logistics company to commit to net-zero emissions. Published September 23, 2025"
Our sustainability approach - DHL Group,https://group.dhl.com/en/sustainability/sustainability-roadmap.html,"“Strategy 2030: Accelerate ... ""Green Logistics of Choice"" as a fourth bottom line complementing our targets. At DHL Group, sustainability is a journey, not a destination...."
Sustainable with GoGreen | DHL,https://www.dhl.de/en/privatkunden/kampagnenseiten/gogreen.html,"Booking GoGreen Plus means your shipments are sustainable. We actively avoid transport-generated greenhouse gas emissions and invest in additional emission reduction measures in the DHL Group logistics network - by purchasing sustainable fuels and electric delivery vehicles, for example."
Environment - DHL Group,https://group.dhl.com/en/sustainability/environment.html,"Book & claim enables DHL to directly replace fossil fuels with sustainable fuels within the logistic company's network and allocate environmental benefits to paying customers, even when their shipments are not physically transported with the assets using these fuels. Published August 15, 2025"
ESG Reporting - Sustainability,https://group.dhl.com/en/sustainability/sustainability-roadmap/sustainability-reports.html,"Since 2021, we have changed our sustainability reporting: The non-financial statement can now be found in the Management Report (Annual Report) and is complemented by the ESG Presentation and the ESG Statbook."
Nachhaltigkeit - DHL - Deutschland,https://www.dhl.com/de-de/home/sustainability.html,"Als eines der weltweit führenden ... verschrieben hat. 1)Nachhaltigkeits-Entwicklungen der DHL Group werden regelmäßig durch unabhängige namhafte Firmen wie SGS und Lieferantenplattformen bewertet.... Published September 23, 2025"
How DHL is reducing its greenhouse gas emissions. Which emission reduced,https://group.dhl.com/content/dam/deutschepostdhl/en/media-center/responsibility/dhl-group-sustainability-brochure.pdf,1 Facilities GHG emissions Scope 1 and 2 in 2025. | 2 Also includes locations that are only certified according to one ISO. | 3 In accordance with the internal DHL Group
DHL Group's 2024 Sustainability Report,https://reporting-hub.group.dhl.com/ecomaXL/files/DHL-Group_2024-Progress-Report-on-Sustainability.pdf,"Additional costs for sustainable fuels were also kept in check. The share of sustainable ... 1) In accordance with the internal DHL Group framework (based on the World Green Buildings Council's guidance, certified by SGS). Deviations permitted in justified exceptional cases."
Sustainable Product Portfolio - DHL - Germany,https://www.dhl.com/de-en/home/sustainability/sustainable-product-portfolio.html,"DHL Global Forwarding is offering guidance to increase carbon efficiency and reduce CO₂e emissions through optimized supply chain design. Together with the DHL Sustainability Experts explore potential carbon optimization options and identify customer-specific levers with the highest impact on your supply chain, for example modal shifts or consolidation of shipments."
Yellow goes green: Our sustainability goals | DHL Express Japan,https://www.dhl.com/discover/en-jp/about/dhl-stories/yellow-goes-green-sustainability,"1 month ago - As a leader in sustainable logistics, DHL sets emissions targets in line with the Paris Agreement and Science-Based Targets initiative (SBTi). We aim to achieve net-zero logistics by 2050."
Sustainability - DHL - United States of America,https://www.dhl.com/us-en/home/sustainability.html,"Discover how our customers are reducing their carbon footprint with DHL logistics. ... As one of the world’s leading logistics companies, we have worked hard to set an example for sustainable businesses – from introducing the industry’s first low GHG emission product to being the first logistics company to commit to net-zero emissions. Published September 23, 2025"
"Sustainable Logistics: Types, Examples & Tips for You | DHL Global",https://www.dhl.com/discover/en-global/logistics-advice/sustainability-and-green-logistics/sustainability-trends-in-logistics,"September 12, 2025 - DHL’s GoGreen Plus, for example, helps you lower emissions by using Sustainable Aviation Fuel (SAF) – an easy way to tackle climate action through your existing shipping account."
Sustainability - DHL - Germany,https://www.dhl.com/de-en/home/sustainability.html,"Discover how our customers are reducing their carbon footprint with DHL logistics. ... As one of the world’s leading logistics companies, we have worked hard to set an example for sustainable businesses – from introducing the industry’s first low GHG emission product to being the first logistics company to commit to net-zero logistics related GHG emissions. Published September 23, 2025"
Our sustainability approach - DHL Group,https://group.dhl.com/en/sustainability/sustainability-approach.html,"At DHL Group, sustainability is a journey, not a destination. That's why we've set milestones to focus our efforts and measure our progress."
Shaping a Sustainable Future: DHL's Remarkable Shift Towards...,https://www.linkedin.com/pulse/shaping-sustainable-future-dhls-remarkable-shift-khairol-anuar,"DHL, a global leader in logistics and express mail services, recognized this imperative and took it upon itself to catalyze change. 2. DHLs Journey Towards Sustainability."
DHL Sustainability Status | DHL,https://www.dhl.de/en/privatkunden/pakete-empfangen/sendungen-verfolgen/nachhaltigkeitsstatus.html,Dhl sustainability status. This is how environmentally friendly your shipment delivery is.
Sustainability | DHL EXPRESS,https://dhlexpress.lt/en/sustainability/,"Sustainability. As the leading mail and logistics company, we aim to connect people and improve their lives. We believe protecting the environment is an integral part of that."
DHL Sustainability Strategy: Carbon Neutral Logistics and Green...,https://thesustainableinnovation.com/dhl-sustainability/,DHL’s 2024 Annual Report introduced the first CSRD-aligned Sustainability Statement covering all five ESRS Environmental standards and three Social standards...
Reducing carbon emissions | DHL eCommerce,https://www.dhlecommerce.nl/en/sustainability,"Reducing carbon emissions. The climate is changing at a pace that demands action. As an organisation with global reach, DHL wants to make a positive contribution."
Find out more about DHL and Formula 1’s sustainability strategies...,https://inmotion.dhl/en/formula-1/sustainability,"In 2024, DHL significantly advanced its commitment to sustainable transport practices in Formula 1® by doubling its fleet of biofueled trucks, from 18 to 37."
One Million Eco-Friendly Kilometers for Manitou Group | DHL Freight,https://dhl-freight-connections.com/en/sustainability/manitou-group/,DHL Freight and Manitou Group are both pursuing challenging sustainability goals and have teamed up on a joint project to reduce CO2e emissions in road freight.
"Dec 02, 2024: Sustainability remains top priority: DHL Express",https://group.dhl.com/en/media-relations/press-releases/2024/dhl-express-launches-global-sustainability-survey-2024.html,"eBook "" Sustainability Matters: DHL Express' Global Survey on Small Businesses "" offers insights from small and medium-sized companies ..."
"DHL: What drives social, sustainable, and cross-border shoppers",https://www.ajot.com/news/dhl-what-drives-social-sustainable-and-cross-border-shoppers,"DHL: What drives social, sustainable, and cross-border shoppers ... Our latest report highlights that convenience, transparency, and sustainability ..."
Sustainability with the DHL Fulfillment Network - United States,https://www.dhl.com/us-en/microsites/supply-chain/fulfillment-network/why-dhl/sustainability.html,The DHL Fulfillment Network Goes Above and Beyond to Be a Sustainable Partner ... Sustainability: it’s integrated at every level. It guides our ...
DHL focuses on sustainable transportation of pharmaceutical,https://payloadasia.com/2024/10/dhl-sustainable-transportation-pharmaceutical-products-alexion-ireland-europe/,"The use of HVO, one of DHL ’ s sustainable approaches, will reduce annual Greenhouse Gas (GHG) emissions by up to 90 percent compared to diesel ..."
"DHL Commits €7 Billion to Sustainable Supply Chain, Links",https://www.esgtoday.com/dhl-commits-e7-billion-to-sustainable-supply-chain-links-exec-comp-to-esg/,"Logistics giant Deutsche Post DHL announced today the launch of its new Sustainability Roadmap, representing a significant ramp in the company’s ..."
Suntory & DHL: A Sustainable Supply Chain Partnership |,https://fooddigital.com/news/dhl-suntory-partnership-expansion,"... GB&I , producer of soft drinks brands including Lucozade and Ribena, expands its partnership with DHL Supply Chain to enhance the sustainability ..."
DHL Group Hits New Sustainability Milestones in Asia Pacific -,https://logistics-manager.com/dhl-group-hits-new-sustainability-milestones-in-asia-pacific/,"DHL Group has announced a series of major sustainability breakthroughs across the Asia Pacific region, marking a significant acceleration of its net ..."
Fostering climate action - DHL Group,https://group.dhl.com/en/sustainability/social-impact-programs/environmental-protection.html,"As the world's leading logistics company, we've made it our mission to achieve net-zero emissions by 2050. Turning that bold statement into bold action includes motivating our people to participate in climate protection initiatives and encouraging our customers and partners to support more ..."
DHL Sustainability Roadmap - YouTube,https://www.youtube.com/watch?v=FFsf1zMa5UU,We are turning our yellow company into a green one.
,"/clev?event=StartpageResultClick&sc=1tzfoDyGcGZ21Gutsinj3dfYFCOXFEfx6za99msIhQgtVsrW9jGE8iSUku8gdfe3tMalM23gKtMEbAqV&payload={""bdsSessionId"":""6c9f48dddb02452cb26371ffa08f5cbc"",""cheqId"":"""",""countryCode"":""DE"",""deviceType"":""mobile"",""endpoint"":""search.serp"",""hasGoogleAds"":false,""page_id"":""18tvWayDIgL1QtqGy"",""queryCategory"":""web"",""segment"":""startpage.udog"",""session_id"":""PrztsROE3QzjyiyI"",""surface"":""serp-web"",""transport"":""href-request""}",
